,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
1,102749000,103146000,100000,100000,1997000,2394000,100652000,100652000,0,0,0,0,0,0,2097000,2494000,100000,100000,1997000,2394000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
31,105291000,105445000,100000,100000,4539000,4693000,100652000,100652000,0,0,0,0,0,0,4639000,4793000,100000,100000,4539000,4693000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
61,106341000,110676000,100000,100000,992000,2097000,100652000,100652000,2097000,5627000,2500000,2200000,4597000,7827000,5689000,10024000,100000,100000,992000,2097000,0,0,2097000,5627000,2500000,2200000,4597000,7827000,100010,7188060,100000,100000,10,7088060
91,102820000,103116000,100000,100000,2068000,2364000,100652000,100652000,0,0,0,0,0,0,2168000,2464000,100000,100000,2068000,2364000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
2,108999000,110084000,100000,100000,1997000,2650000,100652000,100652000,2650000,3282000,3600000,3400000,6250000,6682000,8347000,9432000,100000,100000,1997000,2650000,0,0,2650000,3282000,3600000,3400000,6250000,6682000,100010,1254030,100000,100000,10,1154030
32,110578000,110697000,100000,100000,4676000,4750000,100652000,100652000,4750000,4995000,400000,200000,5150000,5195000,9926000,10045000,100000,100000,4676000,4750000,0,0,4750000,4995000,400000,200000,5150000,5195000,100010,345010,100000,100000,10,245010
62,104144000,109471000,100000,100000,0,992000,100652000,100652000,992000,5627000,2400000,2100000,3392000,7727000,3492000,8819000,100000,100000,0,992000,0,0,992000,5627000,2400000,2100000,3392000,7727000,100010,6196050,100000,100000,10,6096050
92,108918000,518165000,100000,100000,1621000,3194000,100652000,503260000,2745000,8811000,3800000,2800000,6545000,11611000,8266000,14905000,100000,100000,1621000,3194000,0,0,2745000,8811000,3800000,2800000,6545000,11611000,100010,6166010,100000,100000,10,6066010
3,109744000,110376000,100000,100000,2650000,2842000,100652000,100652000,2842000,3282000,3500000,3500000,6342000,6782000,9092000,9724000,100000,100000,2650000,2842000,0,0,2842000,3282000,3500000,3500000,6342000,6782000,100010,1206020,100000,100000,10,1106020
33,114755000,115106000,100000,100000,4676000,5027000,100652000,100652000,5027000,5027000,4300000,4300000,9327000,9327000,14103000,14454000,100000,100000,4676000,5027000,0,0,5027000,5027000,4300000,4300000,9327000,9327000,100010,1599010,100000,100000,10,1499010
63,104536000,106678000,100000,100000,0,1184000,100652000,100652000,1184000,2242000,2600000,2500000,3784000,4742000,3884000,6026000,100000,100000,0,1184000,0,0,1184000,2242000,2600000,2500000,3784000,4742000,100010,1158020,100000,100000,10,1058020
93,109528000,212749000,100000,100000,2658000,3618000,100652000,201304000,3618000,5627000,2500000,2100000,6118000,7727000,8876000,11445000,100000,100000,2658000,3618000,0,0,3618000,5627000,2500000,2100000,6118000,7727000,100010,2758020,100000,100000,10,2658020
4,102749000,103383000,100000,100000,1997000,2631000,100652000,100652000,0,0,0,0,0,0,2097000,2731000,100000,100000,1997000,2631000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
34,114153000,114755000,100000,100000,4525000,4676000,100652000,100652000,4676000,5027000,4200000,4300000,8876000,9327000,13501000,14103000,100000,100000,4525000,4676000,0,0,4676000,5027000,4200000,4300000,8876000,9327000,100010,1950020,100000,100000,10,1850020
64,104248000,112959000,100000,100000,0,896000,100652000,100652000,896000,8811000,2600000,2500000,3496000,11311000,3596000,12307000,100000,100000,0,896000,0,0,896000,8811000,2600000,2500000,3496000,11311000,100010,8015040,100000,100000,10,7915040
94,109710000,413881000,100000,100000,1928000,3246000,100652000,402608000,2830000,5627000,4200000,2300000,7030000,7927000,9058000,11273000,100000,100000,1928000,3246000,0,0,2830000,5627000,4200000,2300000,7030000,7927000,100010,7433050,100000,100000,10,7333050
5,109094000,112908000,100000,100000,1997000,2945000,100652000,100652000,2945000,8811000,3400000,400000,6345000,9211000,8442000,12256000,100000,100000,1997000,2945000,0,0,2945000,8811000,3400000,400000,6345000,9211000,100010,6260010,100000,100000,10,6160010
35,114897000,116254000,100000,100000,4750000,4995000,100652000,100652000,4995000,6407000,4400000,4100000,9395000,10507000,14245000,15602000,100000,100000,4750000,4995000,0,0,4995000,6407000,4400000,4100000,9395000,10507000,100010,1512010,100000,100000,10,1412010
65,102749000,103146000,100000,100000,1997000,2394000,100652000,100652000,0,0,0,0,0,0,2097000,2494000,100000,100000,1997000,2394000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
95,103946000,305718000,100000,100000,3194000,3662000,100652000,301956000,0,0,0,0,0,0,3294000,3762000,100000,100000,3194000,3662000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
6,108291000,108536000,100000,100000,1997000,2242000,100652000,100652000,2242000,2242000,3300000,3300000,5542000,5542000,7639000,7884000,100000,100000,1997000,2242000,0,0,2242000,2242000,3300000,3300000,5542000,5542000,100010,2097020,100000,100000,10,1997020
36,112486000,113866000,100000,100000,5027000,6407000,100652000,100652000,6407000,6407000,300000,300000,6707000,6707000,11834000,13214000,100000,100000,5027000,6407000,0,0,6407000,6407000,300000,300000,6707000,6707000,100010,451010,100000,100000,10,351010
66,108991000,210928000,100000,100000,1997000,2842000,100652000,201304000,2842000,3282000,3400000,3400000,6242000,6682000,8339000,9624000,100000,100000,1997000,2842000,0,0,2842000,3282000,3400000,3400000,6242000,6682000,100010,540010,100000,100000,10,440010
96,112342000,517852000,100000,100000,3194000,6096000,100652000,503260000,6096000,6096000,2300000,2300000,8396000,8396000,11690000,14592000,100000,100000,3194000,6096000,0,0,6096000,6096000,2300000,2300000,8396000,8396000,100010,7377050,100000,100000,10,7277050
7,106533000,111660000,100000,100000,1184000,1997000,100652000,100652000,1997000,8811000,2600000,100000,4597000,8911000,5881000,11008000,100000,100000,1184000,1997000,0,0,1997000,8811000,2600000,100000,4597000,8911000,100010,7208020,100000,100000,10,7108020
37,111174000,111206000,100000,100000,4995000,5027000,100652000,100652000,5027000,5027000,400000,400000,5427000,5427000,10522000,10554000,100000,100000,4995000,5027000,0,0,5027000,5027000,400000,400000,5427000,5427000,100010,345010,100000,100000,10,245010
67,107981000,615868000,100000,100000,1184000,2945000,100652000,603912000,2945000,8811000,3100000,100000,6045000,8911000,7329000,11956000,100000,100000,1184000,2945000,0,0,2945000,8811000,3100000,100000,6045000,8911000,100010,6260010,100000,100000,10,6160010
97,104105000,104414000,100000,100000,3353000,3662000,100652000,100652000,0,0,0,0,0,0,3453000,3762000,100000,100000,3353000,3662000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
8,107742000,108328000,100000,100000,2945000,3194000,100652000,100652000,2945000,3282000,1100000,1100000,4045000,4382000,7090000,7676000,100000,100000,2945000,3194000,0,0,2945000,3282000,1100000,1100000,4045000,4382000,100010,1398020,100000,100000,10,1298020
38,116554000,117966000,100000,100000,4995000,6407000,100652000,100652000,6407000,6407000,4400000,4400000,10807000,10807000,15902000,17314000,100000,100000,4995000,6407000,0,0,6407000,6407000,4400000,4400000,10807000,10807000,100010,1177020,100000,100000,10,1077020
68,102749000,103383000,100000,100000,1997000,2631000,100652000,100652000,0,0,0,0,0,0,2097000,2731000,100000,100000,1997000,2631000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
98,110438000,514974000,100000,100000,2068000,3518000,100652000,503260000,3518000,6096000,4100000,2000000,7618000,8096000,9786000,11714000,100000,100000,2068000,3518000,0,0,3518000,6096000,4100000,2000000,7618000,8096000,100010,6338040,100000,100000,10,6238040
9,113308000,119174000,100000,100000,2945000,8811000,100652000,100652000,8811000,8811000,800000,800000,9611000,9611000,12656000,18522000,100000,100000,2945000,8811000,0,0,8811000,8811000,800000,800000,9611000,9611000,100010,1398020,100000,100000,10,1298020
39,102820000,103116000,100000,100000,2068000,2364000,100652000,100652000,0,0,0,0,0,0,2168000,2464000,100000,100000,2068000,2364000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
69,112260000,421030000,100000,100000,1997000,8811000,100652000,402608000,8811000,8811000,700000,700000,9511000,9511000,11608000,18422000,100000,100000,1997000,8811000,0,0,8811000,8811000,700000,700000,9511000,9511000,100010,732020,100000,100000,10,632020
99,109035000,314422000,100000,100000,0,4083000,100652000,301956000,4083000,4083000,4200000,4200000,8283000,8283000,8383000,12466000,100000,100000,0,4083000,0,0,4083000,4083000,4200000,4200000,8283000,8283000,100010,5505060,100000,100000,10,5405060
10,108079000,108416000,100000,100000,2945000,3282000,100652000,100652000,3282000,3282000,1100000,1100000,4382000,4382000,7427000,7764000,100000,100000,2945000,3282000,0,0,3282000,3282000,1100000,1100000,4382000,4382000,100010,985020,100000,100000,10,885020
40,109014000,110140000,100000,100000,2068000,3194000,100652000,100652000,3194000,3194000,3000000,3000000,6194000,6194000,8362000,9488000,100000,100000,2068000,3194000,0,0,3194000,3194000,3000000,3000000,6194000,6194000,100010,100000,100000,100000,10,0
70,103497000,210215000,100000,100000,2745000,8811000,100652000,201304000,0,0,0,0,0,0,2845000,8911000,100000,100000,2745000,8811000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
100,111375000,315257000,100000,100000,3518000,6096000,100652000,301956000,5405000,5405000,1700000,1700000,7105000,7105000,10723000,13301000,100000,100000,3518000,6096000,0,0,5405000,5405000,1700000,1700000,7105000,7105000,100010,1546020,100000,100000,10,1446020
11,116208000,122274000,100000,100000,2745000,8811000,100652000,100652000,8811000,8811000,3900000,3900000,12711000,12711000,15556000,21622000,100000,100000,2745000,8811000,0,0,8811000,8811000,3900000,3900000,12711000,12711000,100010,2845040,100000,100000,10,2745040
41,107141000,114331000,100000,100000,1621000,2068000,100652000,100652000,2068000,8811000,2700000,2700000,4768000,11511000,6489000,13679000,100000,100000,1621000,2068000,0,0,2068000,8811000,2700000,2700000,4768000,11511000,100010,6843020,100000,100000,10,6743020
71,110184000,211468000,100000,100000,2650000,3282000,100652000,201304000,3282000,3282000,3500000,3500000,6782000,6782000,9532000,10164000,100000,100000,2650000,3282000,0,0,3282000,3282000,3500000,3500000,6782000,6782000,100010,766010,100000,100000,10,666010
101,111413000,315295000,100000,100000,3518000,6096000,100652000,301956000,5343000,5343000,1800000,1800000,7143000,7143000,10761000,13339000,100000,100000,3518000,6096000,0,0,5343000,5343000,1800000,1800000,7143000,7143000,100010,7143040,100000,100000,10,7043040
12,110476000,110916000,100000,100000,2842000,3282000,100652000,100652000,3282000,3282000,3600000,3600000,6882000,6882000,9824000,10264000,100000,100000,2842000,3282000,0,0,3282000,3282000,3600000,3600000,6882000,6882000,100010,1651030,100000,100000,10,1551030
42,106462000,111905000,100000,100000,2068000,2242000,100652000,100652000,2242000,8811000,1400000,100000,3642000,8911000,5810000,11253000,100000,100000,2068000,2242000,0,0,2242000,8811000,1400000,100000,3642000,8911000,100010,6843020,100000,100000,10,6743020
72,107536000,208628000,100000,100000,2842000,3282000,100652000,201304000,2842000,2842000,1100000,1100000,3942000,3942000,6884000,7324000,100000,100000,2842000,3282000,0,0,2842000,2842000,1100000,1100000,3942000,3942000,100010,985020,100000,100000,10,885020
102,104270000,206809000,100000,100000,3518000,5405000,100652000,201304000,0,0,0,0,0,0,3618000,5505000,100000,100000,3518000,5405000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
13,103497000,103577000,100000,100000,2745000,2825000,100652000,100652000,0,0,0,0,0,0,2845000,2925000,100000,100000,2745000,2825000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
43,110540000,111309000,100000,100000,2658000,2830000,100652000,100652000,2830000,5627000,4300000,2100000,7130000,7727000,9888000,10657000,100000,100000,2658000,2830000,0,0,2830000,5627000,4300000,2100000,7130000,7727000,100010,8163050,100000,100000,10,8063050
73,115331000,424030000,100000,100000,2068000,8811000,100652000,402608000,8811000,8811000,3700000,3700000,12511000,12511000,14679000,21422000,100000,100000,2068000,8811000,0,0,8811000,8811000,3700000,3700000,12511000,12511000,100010,2168030,100000,100000,10,2068030
103,106316000,214883000,100000,100000,896000,2068000,100652000,201304000,2068000,8811000,2600000,2600000,4668000,11411000,5664000,13579000,100000,100000,896000,2068000,0,0,2068000,8811000,2600000,2600000,4668000,11411000,100010,6843020,100000,100000,10,6743020
14,109065000,115308000,100000,100000,2068000,2745000,100652000,100652000,2745000,8811000,3500000,3000000,6245000,11811000,8413000,14656000,100000,100000,2068000,2745000,0,0,2745000,8811000,3500000,3000000,6245000,11811000,100010,6166010,100000,100000,10,6066010
44,106808000,109293000,100000,100000,1928000,2658000,100652000,100652000,1928000,4083000,2200000,1800000,4128000,5883000,6156000,8641000,100000,100000,1928000,2658000,0,0,1928000,4083000,2200000,1800000,4128000,5883000,100010,2255010,100000,100000,10,2155010
74,103497000,103577000,100000,100000,2745000,2825000,100652000,100652000,0,0,0,0,0,0,2845000,2925000,100000,100000,2745000,2825000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
104,105717000,207391000,100000,100000,1997000,2242000,100652000,201304000,2068000,2745000,900000,1000000,2968000,3745000,5065000,6087000,100000,100000,1997000,2242000,0,0,2068000,2745000,900000,1000000,2968000,3745000,100010,1385020,100000,100000,10,1285020
15,107242000,113457000,100000,100000,2745000,3194000,100652000,100652000,2745000,8811000,1000000,700000,3745000,9511000,6590000,12805000,100000,100000,2745000,3194000,0,0,2745000,8811000,1000000,700000,3745000,9511000,100010,6166010,100000,100000,10,6066010
45,108007000,111337000,100000,100000,2097000,2658000,100652000,100652000,2658000,5627000,2500000,2300000,5158000,7927000,7355000,10685000,100000,100000,2097000,2658000,0,0,2658000,5627000,2500000,2300000,5158000,7927000,100010,7602060,100000,100000,10,7502060
75,105445000,105729000,100000,100000,4693000,4977000,100652000,100652000,0,0,0,0,0,0,4793000,5077000,100000,100000,4693000,4977000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
105,114397000,318179000,100000,100000,3618000,6096000,100652000,301956000,5627000,5627000,4400000,4400000,10027000,10027000,13745000,16223000,100000,100000,3618000,6096000,0,0,5627000,5627000,4400000,4400000,10027000,10027000,100010,3718040,100000,100000,10,3618040
16,105445000,105729000,100000,100000,4693000,4977000,100652000,100652000,0,0,0,0,0,0,4793000,5077000,100000,100000,4693000,4977000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
46,104105000,104414000,100000,100000,3353000,3662000,100652000,100652000,0,0,0,0,0,0,3453000,3762000,100000,100000,3353000,3662000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
76,105502000,206399000,100000,100000,4750000,4995000,100652000,201304000,0,0,0,0,0,0,4850000,5095000,100000,100000,4750000,4995000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
106,109218000,213227000,100000,100000,4083000,5627000,100652000,201304000,4083000,6096000,300000,100000,4383000,6196000,8566000,11923000,100000,100000,4083000,5627000,0,0,4083000,6096000,300000,100000,4383000,6196000,100010,6253010,100000,100000,10,6153010
17,110992000,111017000,100000,100000,4970000,4995000,100652000,100652000,4970000,4970000,300000,300000,5270000,5270000,10340000,10365000,100000,100000,4970000,4995000,0,0,4970000,4970000,300000,300000,5270000,5270000,100010,100000,100000,100000,10,0
47,111499000,111658000,100000,100000,3194000,3353000,100652000,100652000,3353000,3353000,4200000,4200000,7553000,7553000,10847000,11006000,100000,100000,3194000,3353000,0,0,3353000,3353000,4200000,4200000,7553000,7553000,100010,100000,100000,100000,10,0
77,113052000,315853000,100000,100000,2830000,4170000,100652000,301956000,4170000,5627000,5300000,4000000,9470000,9627000,12400000,13897000,100000,100000,2830000,4170000,0,0,4170000,5627000,5300000,4000000,9470000,9627000,100010,7194030,100000,100000,10,7094030
107,108407000,212758000,100000,100000,1928000,5627000,100652000,201304000,5627000,5627000,100000,100000,5727000,5727000,7755000,11454000,100000,100000,1928000,5627000,0,0,5627000,5627000,100000,100000,5727000,5727000,100010,100000,100000,100000,10,0
18,114872000,115092000,100000,100000,4750000,4970000,100652000,100652000,4970000,4970000,4400000,4400000,9370000,9370000,14220000,14440000,100000,100000,4750000,4970000,0,0,4970000,4970000,4400000,4400000,9370000,9370000,100010,100000,100000,100000,10,0
48,107858000,108023000,100000,100000,3353000,3518000,100652000,100652000,3353000,3353000,400000,400000,3753000,3753000,7206000,7371000,100000,100000,3353000,3518000,0,0,3353000,3353000,400000,400000,3753000,3753000,100010,100000,100000,100000,10,0
78,109635000,211154000,100000,100000,2658000,3525000,100652000,201304000,3525000,3525000,2700000,2700000,6225000,6225000,8983000,9850000,100000,100000,2658000,3525000,0,0,3525000,3525000,2700000,2700000,6225000,6225000,100010,3429020,100000,100000,10,3329020
108,106802000,211889000,100000,100000,992000,2658000,100652000,201304000,2658000,5627000,2400000,2200000,5058000,7827000,6150000,10585000,100000,100000,992000,2658000,0,0,2658000,5627000,2400000,2200000,5058000,7827000,100010,6497070,100000,100000,10,6397070
19,113940000,114649000,100000,100000,3618000,4170000,100652000,100652000,4170000,5627000,5400000,4100000,9570000,9727000,13288000,13997000,100000,100000,3618000,4170000,0,0,4170000,5627000,5400000,4100000,9570000,9727000,100010,7236030,100000,100000,10,7136030
49,111664000,111988000,100000,100000,3194000,3518000,100652000,100652000,3518000,3518000,4200000,4200000,7718000,7718000,11012000,11336000,100000,100000,3194000,3518000,0,0,3518000,3518000,4200000,4200000,7718000,7718000,100010,5391060,100000,100000,10,5291060
79,107716000,410344000,100000,100000,3246000,3918000,100652000,402608000,3618000,3618000,100000,100000,3718000,3718000,7064000,7736000,100000,100000,3246000,3918000,0,0,3618000,3618000,100000,100000,3718000,3718000,100010,100000,100000,100000,10,0
109,105249000,211228000,100000,100000,0,2097000,100652000,201304000,2097000,5627000,2400000,2100000,4497000,7727000,4597000,9924000,100000,100000,0,2097000,0,0,2097000,5627000,2400000,2100000,4497000,7727000,100010,6196050,100000,100000,10,6096050
20,109800000,112097000,100000,100000,2830000,3618000,100652000,100652000,3618000,5627000,2600000,2100000,6218000,7727000,9148000,11445000,100000,100000,2830000,3618000,0,0,3618000,5627000,2600000,2100000,6218000,7727000,100010,2930030,100000,100000,10,2830030
50,112766000,115344000,100000,100000,3518000,6096000,100652000,100652000,6096000,6096000,2400000,2400000,8496000,8496000,12114000,14692000,100000,100000,3518000,6096000,0,0,6096000,6096000,2400000,2400000,8496000,8496000,100010,5715060,100000,100000,10,5615060
80,104277000,205322000,100000,100000,3525000,3918000,100652000,201304000,0,0,0,0,0,0,3625000,4018000,100000,100000,3525000,3918000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
110,104980000,412086000,100000,100000,0,1928000,100652000,402608000,1928000,2650000,2300000,4800000,4228000,7450000,4328000,9478000,100000,100000,0,1928000,0,0,1928000,2650000,2300000,4800000,4228000,7450000,100010,5192050,100000,100000,10,5092050
21,109395000,111175000,100000,100000,3525000,3618000,100652000,100652000,3618000,5405000,1500000,1400000,5118000,6805000,8743000,10523000,100000,100000,3525000,3618000,0,0,3618000,5405000,1500000,1400000,5118000,6805000,100010,7746040,100000,100000,10,7646040
51,112475000,114362000,100000,100000,3518000,5405000,100652000,100652000,5405000,5405000,2800000,2800000,8205000,8205000,11823000,13710000,100000,100000,3518000,5405000,0,0,5405000,5405000,2800000,2800000,8205000,8205000,100010,100000,100000,100000,10,0
81,104277000,508110000,100000,100000,3525000,4750000,100652000,503260000,0,0,0,0,0,0,3625000,4850000,100000,100000,3525000,4750000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
111,105249000,208143000,100000,100000,0,1997000,100652000,201304000,1997000,2242000,2500000,2500000,4497000,4742000,4597000,6839000,100000,100000,0,1997000,0,0,1997000,2242000,2500000,2500000,4497000,4742000,100010,345010,100000,100000,10,245010
22,109556000,110223000,100000,100000,2658000,3246000,100652000,100652000,3246000,3525000,2900000,2700000,6146000,6225000,8904000,9571000,100000,100000,2658000,3246000,0,0,3246000,3525000,2900000,2700000,6146000,6225000,100010,8163050,100000,100000,10,8063050
52,112413000,114238000,100000,100000,3518000,5343000,100652000,100652000,5343000,5343000,2800000,2800000,8143000,8143000,11761000,13586000,100000,100000,3518000,5343000,0,0,5343000,5343000,2800000,2800000,8143000,8143000,100010,100000,100000,100000,10,0
82,104670000,205943000,100000,100000,3918000,4539000,100652000,201304000,0,0,0,0,0,0,4018000,4639000,100000,100000,3918000,4539000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
112,104873000,214336000,100000,100000,0,1621000,100652000,201304000,1621000,8811000,2500000,2500000,4121000,11311000,4221000,13032000,100000,100000,0,1621000,0,0,1621000,8811000,2500000,2500000,4121000,11311000,100010,7290030,100000,100000,10,7190030
23,110323000,110602000,100000,100000,3246000,3525000,100652000,100652000,3525000,3525000,2800000,2800000,6325000,6325000,9671000,9950000,100000,100000,3246000,3525000,0,0,3525000,3525000,2800000,2800000,6325000,6325000,100010,4017030,100000,100000,10,3917030
53,111063000,113218000,100000,100000,1928000,4083000,100652000,100652000,4083000,4083000,4300000,4300000,8383000,8383000,10411000,12566000,100000,100000,1928000,4083000,0,0,4083000,4083000,4300000,4300000,8383000,8383000,100010,7433050,100000,100000,10,7333050
83,104974000,206097000,100000,100000,4222000,4693000,100652000,201304000,0,0,0,0,0,0,4322000,4793000,100000,100000,4222000,4693000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
24,111695000,112088000,100000,100000,3525000,3918000,100652000,100652000,3918000,3918000,3500000,3500000,7418000,7418000,11043000,11436000,100000,100000,3525000,3918000,0,0,3918000,3918000,3500000,3500000,7418000,7418000,100010,100000,100000,100000,10,0
54,105080000,108876000,100000,100000,0,1928000,100652000,100652000,1928000,6096000,2400000,100000,4328000,6196000,4428000,8224000,100000,100000,0,1928000,0,0,1928000,6096000,2400000,100000,4328000,6196000,100010,6196050,100000,100000,10,6096050
84,105291000,206381000,100000,100000,4539000,4977000,100652000,201304000,0,0,0,0,0,0,4639000,5077000,100000,100000,4539000,4977000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
25,111527000,111752000,100000,100000,3525000,3750000,100652000,100652000,3750000,3750000,3500000,3500000,7250000,7250000,10875000,11100000,100000,100000,3525000,3750000,0,0,3750000,3750000,3500000,3500000,7250000,7250000,100010,100000,100000,100000,10,0
55,113118000,115044000,100000,100000,4170000,6096000,100652000,100652000,6096000,6096000,2100000,2100000,8196000,8196000,12466000,14392000,100000,100000,4170000,6096000,0,0,6096000,6096000,2100000,2100000,8196000,8196000,100010,3492020,100000,100000,10,3392020
85,114504000,316310000,100000,100000,4525000,5027000,100652000,301956000,5027000,5027000,4200000,4200000,9227000,9227000,13852000,14354000,100000,100000,4525000,5027000,0,0,5027000,5027000,4200000,4200000,9227000,9227000,100010,1599010,100000,100000,10,1499010
26,109452000,109620000,100000,100000,3750000,3918000,100652000,100652000,3750000,3750000,1200000,1200000,4950000,4950000,8800000,8968000,100000,100000,3750000,3918000,0,0,3750000,3750000,1200000,1200000,4950000,4950000,100010,100000,100000,100000,10,0
56,113362000,114053000,100000,100000,5405000,6096000,100652000,100652000,5405000,5405000,1800000,1800000,7205000,7205000,12710000,13401000,100000,100000,5405000,6096000,0,0,5405000,5405000,1800000,1800000,7205000,7205000,100010,7699030,100000,100000,10,7599030
86,113965000,418210000,100000,100000,3918000,4995000,100652000,402608000,4995000,6407000,4300000,4100000,9295000,10507000,13313000,15602000,100000,100000,3918000,4995000,0,0,4995000,6407000,4300000,4100000,9295000,10507000,100010,1512010,100000,100000,10,1412010
27,104670000,104974000,100000,100000,3918000,4222000,100652000,100652000,0,0,0,0,0,0,4018000,4322000,100000,100000,3918000,4222000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
57,113338000,113400000,100000,100000,5343000,5405000,100652000,100652000,5343000,5343000,1900000,1900000,7243000,7243000,12686000,12748000,100000,100000,5343000,5405000,0,0,5343000,5343000,1900000,1900000,7243000,7243000,100010,8562040,100000,100000,10,8462040
87,112035000,315070000,100000,100000,4676000,6407000,100652000,301956000,6407000,6407000,200000,200000,6607000,6607000,11383000,13114000,100000,100000,4676000,6407000,0,0,6407000,6407000,200000,200000,6607000,6607000,100010,100000,100000,100000,10,0
28,113295000,114404000,100000,100000,3918000,4525000,100652000,100652000,4525000,5027000,4100000,4100000,8625000,9127000,12643000,13752000,100000,100000,3918000,4525000,0,0,4525000,5027000,4100000,4100000,8625000,9127000,100010,602020,100000,100000,10,502020
58,105869000,113784000,100000,100000,896000,1621000,100652000,100652000,1621000,8811000,2600000,2600000,4221000,11411000,5217000,13132000,100000,100000,896000,1621000,0,0,1621000,8811000,2600000,2600000,4221000,11411000,100010,7290030,100000,100000,10,7190030
88,113446000,215207000,100000,100000,3918000,4676000,100652000,201304000,4676000,5027000,4100000,4100000,8776000,9127000,12794000,13903000,100000,100000,3918000,4676000,0,0,4676000,5027000,4100000,4100000,8776000,9127000,100010,451010,100000,100000,10,351010
29,113520000,116009000,100000,100000,3918000,4750000,100652000,100652000,4750000,6407000,4100000,4100000,8850000,10507000,12868000,15357000,100000,100000,3918000,4750000,0,0,4750000,6407000,4100000,4100000,8850000,10507000,100010,1757020,100000,100000,10,1657020
59,115049000,116506000,100000,100000,4170000,5627000,100652000,100652000,5627000,5627000,4500000,4500000,10127000,10127000,14397000,15854000,100000,100000,4170000,5627000,0,0,5627000,5627000,4500000,4500000,10127000,10127000,100010,7194030,100000,100000,10,7094030
89,105747000,207811000,100000,100000,4995000,6407000,100652000,201304000,0,0,0,0,0,0,5095000,6507000,100000,100000,4995000,6407000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
30,104974000,105291000,100000,100000,4222000,4539000,100652000,100652000,0,0,0,0,0,0,4322000,4639000,100000,100000,4222000,4539000,0,0,0,0,0,0,0,0,100010,100000,100000,100000,10,0
60,110662000,112575000,100000,100000,4083000,5627000,100652000,100652000,5627000,6096000,200000,100000,5827000,6196000,10010000,11923000,100000,100000,4083000,5627000,0,0,5627000,6096000,200000,100000,5827000,6196000,100010,7710020,100000,100000,10,7610020
90,116209000,419822000,100000,100000,4750000,6407000,100652000,402608000,6407000,6407000,4300000,4300000,10707000,10707000,15557000,17214000,100000,100000,4750000,6407000,0,0,6407000,6407000,4300000,4300000,10707000,10707000,100010,932010,100000,100000,10,832010
